コード,銘柄名,業種,市場,株式種類,新NISA成長投資枠
FNWB,ファースト　ノースウエスト　バンコープ,銀行業,NASDAQ,普通株式,〇
FNWD,フィンワード　バンコープ,銀行業,NASDAQ,普通株式,〇
FOA,ファイナンス　オブ　アメリカ,その他金融業,NYSE,普通株式,〇
FONR,フォナー,精密機器,NASDAQ,普通株式,〇
FOR,フォレスター　グループ,不動産業,NYSE,普通株式,〇
FORA,フォリアン,サービス業,NASDAQ,普通株式,〇
FORM,フォームファクタ,精密機器,NASDAQ,普通株式,〇
FORR,フォレスター　リサーチ,サービス業,NASDAQ,普通株式,〇
FORTY,フォーミュラ　システムズ　（１９８５）　ＡＤＲ,サービス業,NASDAQ,ADR,〇
FOSL,フォッシル　グループ,精密機器,NASDAQ,普通株式,〇
FOUR,シフト４　ペイメンツ,サービス業,NYSE,普通株式,〇
FOX,フォックス　Ｂ,情報・通信業,NASDAQ,普通株式,〇
FOXA,フォックス　Ａ,情報・通信業,NASDAQ,普通株式,〇
FOXF,フォックス　ファクトリー　ホールディング,輸送用機器,NASDAQ,普通株式,〇
FOXX,フォックス　ディベロップメント　ホールディングス,精密機器,NASDAQ,普通株式,〇
FPE,ファーストトラスト　優先証券＆インカムＥＴＦ,その他,NYSE_ARCA,ETF,
FPEI,ＦＴインスティテューショナル優先証券＆インカムＥＴＦ,その他,NYSE_ARCA,ETF,〇
FPH,ファイブ　ポイント　ホールディングス,不動産業,NYSE,普通株式,〇
FPS,フォージェント　パワー　ソリューションズ,電気機器,NYSE,普通株式,〇
FPX,ファーストトラスト　米国株式　オポチュニティーズＥＴＦ,その他,NYSE_ARCA,ETF,〇
FPXI,ファーストトラスト　インターナショナル株式　オポチュニティーズ　ＥＴＦ,その他,NASDAQ,ETF,〇
FRAF,フランクリン　ファイナンシャル　サービシズ,銀行業,NASDAQ,普通株式,〇
FRD,フリードマン　インダストリーズ,鉄鋼,NASDAQ,普通株式,〇
FRHC,フリーダム　ホールディング,証券、商品先物取引業,NASDAQ,普通株式,〇
FRI,ファーストトラスト　Ｓ＆Ｐリート指数ファンド,その他,NYSE_ARCA,ETF,〇
FRME,ファースト　マーチャンツ,銀行業,NASDAQ,普通株式,〇
FRMM,フォーラム　マーケッツ,医薬品,NASDAQ,普通株式,〇
FRO,フロントライン,海運業,NYSE,普通株式,〇
FROG,Ｊフロッグ,サービス業,NASDAQ,普通株式,〇
FRPH,ＦＲＰ　ホールディングス,不動産業,NASDAQ,普通株式,〇
FRPT,フレッシュペット,食料品,NASDAQ,普通株式,〇
FRSH,フレッシュワークス,サービス業,NASDAQ,普通株式,〇
FRST,プリミス　ファイナンシャル,銀行業,NASDAQ,普通株式,〇
FRSX,フォーサイト　オートノマス　ホールディングス　ＡＤＲ,サービス業,NASDAQ,ADR,〇
FSBC,ファイブ　スター,銀行業,NASDAQ,普通株式,〇
FSBW,ＦＳ　バンコープ,銀行業,NASDAQ,普通株式,〇
FSEA,ファースト　シーコースト　バンコープ,銀行業,NASDAQ,普通株式,〇
FSI,フレキシブル　ソリューションズ　インターナショナル,化学,AMEX,普通株式,〇
FSIG,ファーストトラスト　リミテッドデュレーション投資適格社債ＥＴＦ,その他,NYSE_ARCA,ETF,
FSLR,ファースト　ソーラー,精密機器,NASDAQ,普通株式,〇
FSLY,ファストリー,サービス業,NASDAQ,普通株式,〇
FSM,フォーチュナ　シルバー　マインズ,鉱業,NYSE,普通株式,〇
FSS,フェデラル　シグナル,輸送用機器,NYSE,普通株式,〇
FSTR,ＬＢフォスター,卸売業,NASDAQ,普通株式,〇
FSUN,ファーストサン　キャピタル　バンコープ,銀行業,NASDAQ,普通株式,〇
FSV,ファーストサービス,不動産業,NASDAQ,普通株式,〇
FTAI,ＦＴＡＩ　アビエーション,サービス業,NASDAQ,普通株式,〇
FTCB,ファーストトラスト　コア投資適格債ＥＴＦ,その他,NYSE_ARCA,ETF,〇
FTCI,ＦＴＣ　ソーラー,精密機器,NASDAQ,普通株式,〇
FTCS,ファーストトラスト　キャピタル　ストレングス　ＥＴＦ,その他,NASDAQ,ETF,
FTDR,フロントドア,サービス業,NASDAQ,普通株式,〇
FTEK,フュエル　テック,機械,NASDAQ,普通株式,〇
FTFT,フューチャー　フィンテック　グループ,サービス業,NASDAQ,普通株式,〇
FTGC,ファーストトラスト　グローバル　タクティカル　コモディティ戦略ファンド,その他,NASDAQ,ETF,〇
FTGS,ファースト　トラスト　グロース　ストレングス　ＥＴＦ,その他,NASDAQ,ETF,〇
FTHI,ファーストトラスト　バイライトインカム　ＥＴＦ,その他,NASDAQ,ETF,
FTHM,ファソム　ホールディングス,不動産業,NASDAQ,普通株式,〇
FTI,テクニップＦＭＣ,機械,NYSE,普通株式,〇
FTK,フローテック　インダストリーズ,化学,NYSE,普通株式,〇
FTLF,フィットライフ　ブランズ,医薬品,NASDAQ,普通株式,〇
FTLS,ファーストトラスト　ロングショート株式ＥＴＦ,その他,NYSE_ARCA,ETF,〇
FTNT,フォーティネット,精密機器,NASDAQ,普通株式,〇
FTQI,ファースト　トラスト　ナスダック　バイライト　インカム　ＥＴＦ,その他,NASDAQ,ETF,
FTRE,フォートレア,サービス業,NASDAQ,普通株式,〇
FTRK,ファスト・トラック・グループ,サービス業,NASDAQ,普通株式,〇
FTS,フォーティス,電気・ガス業,NYSE,普通株式,〇
FTSL,ファーストトラスト　シニアローン　ファンド,その他,NASDAQ,ETF,
FTSM,ファーストトラスト　エンハンスト　ショート　マチュリティＥＴＦ,その他,NASDAQ,ETF,
FTV,フォーティブ,精密機器,NYSE,普通株式,〇
FTXL,ファーストトラスト　ナスダック　半導体ＥＴＦ,その他,NASDAQ,ETF,〇
FUBO,ＦｕｂｏＴＶ,サービス業,NYSE,普通株式,〇
FUFU,ビットフフ,その他金融業,NASDAQ,普通株式,〇
FUL,ＨＢ　フラー,化学,NYSE,普通株式,〇
FULC,フルクラム　セラピューティクス,医薬品,NASDAQ,普通株式,〇
FULT,フルトン　ファイナンシャル,銀行業,NASDAQ,普通株式,〇
FUNC,ファースト　ユナイテッド,銀行業,NASDAQ,普通株式,〇
FUSB,ファースト　ＵＳ　バンクシェアーズ,銀行業,NASDAQ,普通株式,〇
FUTU,富途　（フートゥー　ホールディングス）　ＡＤＲ,証券、商品先物取引業,NASDAQ,ADR,〇
FVCB,ＦＶＣバンコープ,銀行業,NASDAQ,普通株式,〇
FVD,ファーストトラスト　バリューライン　配当指数ファンド,その他,NYSE_ARCA,ETF,〇
FVRR,ファイバー　インターナショナル,サービス業,NYSE,普通株式,〇
FWDI,フォワード　インダストリーズ,石油・石炭製品,NASDAQ,普通株式,〇
FWONA,リバティ　メディア－フォーミュラ　ワン　グループ　Ａ,情報・通信業,NASDAQ,普通株式,〇
FWONK,リバティ　メディア－フォーミュラ　ワン　グループ　Ｃ,情報・通信業,NASDAQ,普通株式,〇
FWRD,フォワード　エアー,倉庫・運輸関連業,NASDAQ,普通株式,〇
FWRG,ファースト　ウォッチ　レストラン　グループ,小売業,NASDAQ,普通株式,〇
FXH,ファーストトラスト　ヘルスケア　ＡｌｐｈａＤＥＸファンド,その他,NYSE_ARCA,ETF,〇
FXI,ｉシェアーズ　中国大型株　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
FXL,ファーストトラスト　テクノロジー　ＡｌｐｈａＤＥＸファンド,その他,NYSE_ARCA,ETF,〇
FXN,ファーストトラスト　エネルギー　ＡｌｐｈａＤＥＸファンド,その他,NYSE_ARCA,ETF,〇
FXNC,ファースト　ナショナル,銀行業,NASDAQ,普通株式,〇
FXZ,ファーストトラスト　マテリアルズ　ＡｌｐｈａＤＥＸファンド,その他,NYSE_ARCA,ETF,〇
G,ジェンパクト,サービス業,NYSE,普通株式,〇
GABC,ジャーマン　アメリカン　バンコープ,銀行業,NASDAQ,普通株式,〇
GAIA,ガイア,サービス業,NASDAQ,普通株式,〇
GAL,ステート・ストリート　グローバル　アロケーション　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
GALT,ガレクチン　セラピューティクス,医薬品,NASDAQ,普通株式,〇
GAMB,ギャンブリングドットコム　グループ,サービス業,NASDAQ,普通株式,〇
GAME,ゲームスクエア　ホールディングス,サービス業,NASDAQ,普通株式,〇
GANX,ゲイン　セラピューティクス,医薬品,NASDAQ,普通株式,〇
GAP,ギャップ,小売業,NYSE,普通株式,〇
GASS,ステルスガス,海運業,NASDAQ,普通株式,〇
GATX,ガテックス,倉庫・運輸関連業,NYSE,普通株式,〇
GAU,ガリアーノ　ゴールド,鉱業,AMEX,普通株式,〇
GBCI,グレイシャー　バンコープ,銀行業,NYSE,普通株式,〇
GBR,ニュー　コンセプト　エナジー,鉱業,AMEX,普通株式,〇
GBTG,グローバル　ビジネス　トラベル　グループ,倉庫・運輸関連業,NYSE,普通株式,〇
GBX,グリーンブライアー　カンパニーズ,輸送用機器,NYSE,普通株式,〇
GCBC,グリーン　カウンティー　バンコープ,銀行業,NASDAQ,普通株式,〇
GCL,ＧＣＬ・グローバル・ホールディングス,サービス業,NASDAQ,普通株式,〇
GCMG,ＧＣＭ　グロブナー,証券、商品先物取引業,NASDAQ,普通株式,〇
GCO,ジェネスコ,小売業,NYSE,普通株式,〇
GCT,ギガクラウド　テクノロジー,小売業,NASDAQ,普通株式,〇
GCTK,グルコトラック,精密機器,NASDAQ,普通株式,〇
GCTS,ＧＣＴ　セミコンダクター　ホールディング,精密機器,NYSE,普通株式,〇
GD,ゼネラル　ダイナミックス,輸送用機器,NYSE,普通株式,〇
GDC,ＧＤ　カルチャー　グループ,卸売業,NASDAQ,普通株式,〇
GDDY,ゴーダディ,サービス業,NYSE,普通株式,〇
GDEN,ゴールデン　エンターテイメント,サービス業,NASDAQ,普通株式,〇
GDEV,ＧＤＥＶ,サービス業,NASDAQ,普通株式,〇
GDOT,グリーン　ドット,その他金融業,NYSE,普通株式,〇
GDRX,グッドＲｘ　ホールディングス,サービス業,NASDAQ,普通株式,〇
GDS,万国数拠服務　（ＧＤＳ　ホールディングス）　ＡＤＲ,サービス業,NASDAQ,ADR,〇
GDTC,サイトメッド　セラピューティクス,医薬品,NASDAQ,普通株式,〇
GDX,ヴァンエック　金鉱株　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
GDXJ,ヴァンエック　中小型金鉱株　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
GDYN,グリッド　ダイナミクス　ホールディングス,サービス業,NASDAQ,普通株式,〇
GE,ＧＥエアロスペース,電気機器,NYSE,普通株式,〇
GEF,グライフ　Ａ,金属製品,NYSE,普通株式,〇
GEG,グレイト　エルム　グループ,サービス業,NASDAQ,普通株式,〇
GEHC,ＧＥヘルスケア・テクノロジーズ,精密機器,NASDAQ,普通株式,〇
GELS,ゲルテック,医薬品,NASDAQ,普通株式,〇
GEMI,ジェミニ・スペース・ステーション,その他金融業,NASDAQ,普通株式,〇
GEN,ジェンデジタル,サービス業,NASDAQ,普通株式,〇
GENC,ジェンコール　インダストリーズ,機械,AMEX,普通株式,〇
GENI,ジーニアス　スポーツ,サービス業,NYSE,普通株式,〇
GENK,ジェン　レストラン　グループ,小売業,NASDAQ,普通株式,〇
GEO,ゲオグループ,建設業,NYSE,普通株式,〇
GEOS,ジオスペース　テクノロジーズ,精密機器,NASDAQ,普通株式,〇
GERN,ジェロン,医薬品,NASDAQ,普通株式,〇
GETY,ゲッティ　イメージズ　ホールディングス,サービス業,NYSE,普通株式,〇
GEV,ＧＥ　ベルノバ,電気・ガス業,NYSE,普通株式,〇
GEVG,レバレッジシェアーズ　２倍　ロング　ＧＥＶ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
GEVO,ジーヴォ,化学,NASDAQ,普通株式,〇
GFAI,ガードフォース　ＡＩ,サービス業,NASDAQ,普通株式,〇
GFF,グリフォン,金属製品,NYSE,普通株式,〇
GFI,ゴールド　フィールズ　ＡＤＲ,鉱業,NYSE,ADR,〇
GFL,ＧＦＬ　エンバイロメンタル,電気・ガス業,NYSE,普通株式,〇
GFS,グローバルファウンドリーズ,精密機器,NASDAQ,普通株式,〇
GGB,ゲルダウ　ＡＤＲ,鉄鋼,NYSE,ADR,〇
GGG,グラコ,機械,NYSE,普通株式,〇
GGLL,Ｄｉｒｅｘｉｏｎ　デイリー　ＧＯＯＧＬ　ブル２倍　ＥＴＦ,その他,NASDAQ,ETF,
GGLS,Ｄｉｒｅｘｉｏｎ　デイリー　ＧＯＯＧＬ　ベア１倍　ＥＴＦ,その他,NASDAQ,ETF,
GGR,ゴゴロ,輸送用機器,NASDAQ,普通株式,〇
GGRP,グリンプス　グループ,サービス業,NASDAQ,普通株式,〇
GH,ガーダント　ヘルス,サービス業,NASDAQ,普通株式,〇
GHC,グラハム　ホールディングス,サービス業,NYSE,普通株式,〇
GHG,格林酒店集団（グリーンツリー　ホスピタリティ　グループ）　ＡＤＲ,サービス業,NYSE,ADR,〇
GHM,グラハム,機械,NYSE,普通株式,〇
GHRS,ＧＨ　リサーチ,医薬品,NASDAQ,普通株式,〇
GIBO,ＧＩＢＯ　ホールディングス,サービス業,NASDAQ,普通株式,〇
GIC,グローバル　インダストリアル,卸売業,NYSE,普通株式,〇
GIFT,ギフティファイ,小売業,NASDAQ,普通株式,〇
GIGM,ギガメディア,サービス業,NASDAQ,普通株式,〇
GIII,Ｇ－ＩＩＩ　アパレル　グループ,繊維製品,NASDAQ,普通株式,〇
GIL,ギルダン　アクティブウェア,繊維製品,NYSE,普通株式,〇
GILD,ギリアド　サイエンシズ,医薬品,NASDAQ,普通株式,〇
GILT,ジラット　サテライト　ネットワークス,精密機器,NASDAQ,普通株式,〇
GINN,ＧＳ　イノベーション　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
GIS,ゼネラルミルズ,食料品,NYSE,普通株式,〇
GITS,グローバル　インタラクティブ　テクノロジーズ,サービス業,NASDAQ,普通株式,〇
GKOS,グラウコス,精密機器,NYSE,普通株式,〇
GL,グローブ　ライフ,保険業,NYSE,普通株式,〇
GLBE,グローバル　Ｅ　オンライン,サービス業,NASDAQ,普通株式,〇
GLBS,グローバス　マリタイム,海運業,NASDAQ,普通株式,〇
GLD,ＳＰＤＲ　ゴールド　シェア,その他,NYSE_ARCA,ETF,〇
GLDM,ＳＰＤＲ　ゴールド　ミニシェアーズ　トラスト,その他,NYSE_ARCA,ETF,〇
GLE,グローバル　エンジン　グループ　ホールディング,サービス業,NASDAQ,普通株式,〇
GLIBK,ＧＣＩリバティＣ,情報・通信業,NASDAQ,普通株式,〇
GLIN,ヴァンエック　インド成長リーダー　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
GLMD,ガルメド　ファーマシューティカルズ,医薬品,NASDAQ,普通株式,〇
GLNG,ゴラール　ＬＮＧ,海運業,NASDAQ,普通株式,〇
GLOB,グローバント,サービス業,NYSE,普通株式,〇
GLOO,グルー　ホールディングス　Ａ,情報・通信業,NASDAQ,普通株式,〇
GLPG,ガラパゴス　ＡＤＲ,医薬品,NASDAQ,ADR,〇
GLRE,グリーンライト　キャピタル,保険業,NASDAQ,普通株式,〇
GLSI,グリニッジ　ライフサイエンシズ,医薬品,NASDAQ,普通株式,〇
GLUE,モンテローザ　セラピューティクス,医薬品,NASDAQ,普通株式,〇
GLW,コーニング,非鉄金属,NYSE,普通株式,〇
GLXU,Ｔ－ＲＥＸ２倍ロング　ＧＬＸＹデイリーターゲットＥＴＦ,その他,CBOE,ETF,
GLXY,ギャラクシー　デジタル,証券、商品先物取引業,NASDAQ,普通株式,〇
GM,ゼネラル　モーターズ,輸送用機器,NYSE,普通株式,〇
GMAB,ジェンマブ　ＡＤＲ,医薬品,NASDAQ,ADR,〇
GME,ゲームストップ,小売業,NYSE,普通株式,〇
GMED,グローバス　メディカル,精密機器,NYSE,普通株式,〇
GMEU,Ｔ－ＲＥＸ　２倍ロング　ＧＭＥ　デイリーターゲット　ＥＴＦ,その他,CBOE,ETF,
GMEX,ＧＭＥＸ　ロボティクス,その他製品,NASDAQ,普通株式,〇
GMF,ステートストリートＳＰＤＲＳ＆Ｐアジアパシフィック新興国株式,その他,NYSE_ARCA,ETF,〇
GNE,ジニー　エナジー,電気・ガス業,NYSE,普通株式,〇
GNK,ジェンコ　シッピング　＆　トレーディング,海運業,NYSE,普通株式,〇
GNLN,グリーンレーン　ホールディングス,卸売業,NASDAQ,普通株式,〇
GNLX,ジェネラックス,医薬品,NASDAQ,普通株式,〇
GNOM,グローバルＸ　ゲノム　＆　バイオテクノロジー　ＥＴＦ,その他,NASDAQ,ETF,〇
GNPX,ジェンプレックス,医薬品,NASDAQ,普通株式,〇
GNRC,ジェネラック　ホールディングス,電気機器,NYSE,普通株式,〇
GNSS,ジェナシス,精密機器,NASDAQ,普通株式,〇
GNTX,ジェンテックス,輸送用機器,NASDAQ,普通株式,〇
